,Unnamed: 0,id_turma,discente,unidade,nota,reposicao,media_final,numero_total_faltas,descricao
458,138935,1217918,8b9b8a3673f94cd54ae88918b936a557,3.0,4.5,f,5.2,49.0,APROVADO
459,138936,1217918,8b9b8a3673f94cd54ae88918b936a557,1.0,3.0,t,5.2,49.0,APROVADO
460,138937,1217918,8b9b8a3673f94cd54ae88918b936a557,2.0,7.0,f,5.2,49.0,APROVADO
461,138938,1217918,5572490df99a9f324a937a350818c526,1.0,0.4,f,3.8,54.0,REPROVADO
462,138939,1217918,5572490df99a9f324a937a350818c526,2.0,6.0,f,3.8,54.0,REPROVADO
463,138940,1217918,5572490df99a9f324a937a350818c526,3.0,5.0,f,3.8,54.0,REPROVADO
464,138941,1217918,f3fa8c8c4e04024c11e22b1b0ac58fb1,1.0,4.7,f,5.1,54.0,APROVADO POR NOTA
465,138942,1217918,f3fa8c8c4e04024c11e22b1b0ac58fb1,2.0,5.5,f,5.1,54.0,APROVADO POR NOTA
466,138943,1217918,f3fa8c8c4e04024c11e22b1b0ac58fb1,3.0,5.0,f,5.1,54.0,APROVADO POR NOTA
467,138944,1217918,996f540ddcc5d3d4247a0c8fa980316f,1.0,3.4,f,2.6,62.0,REPROVADO
468,138945,1217918,996f540ddcc5d3d4247a0c8fa980316f,2.0,4.5,f,2.6,62.0,REPROVADO
469,138946,1217918,996f540ddcc5d3d4247a0c8fa980316f,3.0,0.0,f,2.6,62.0,REPROVADO
470,138947,1217918,93f66b753448dac075f1842d66b1c5a9,1.0,1.1,f,1.2,138.0,REPROVADO POR MÉDIA E POR FALTAS
471,138948,1217918,93f66b753448dac075f1842d66b1c5a9,2.0,2.5,f,1.2,138.0,REPROVADO POR MÉDIA E POR FALTAS
472,138949,1217918,93f66b753448dac075f1842d66b1c5a9,3.0,0.0,f,1.2,138.0,REPROVADO POR MÉDIA E POR FALTAS
473,138950,1217918,5eb88ee80e43d756f1b6c46c3452de52,1.0,5.9,f,5.3,48.0,APROVADO POR NOTA
474,138951,1217918,5eb88ee80e43d756f1b6c46c3452de52,2.0,7.0,f,5.3,48.0,APROVADO POR NOTA
475,138952,1217918,5eb88ee80e43d756f1b6c46c3452de52,3.0,3.0,f,5.3,48.0,APROVADO POR NOTA
476,138953,1217918,945368d8c8df1119af662bfd1a848b52,1.0,7.0,f,6.9,32.0,APROVADO POR NOTA
477,138954,1217918,945368d8c8df1119af662bfd1a848b52,2.0,7.1,f,6.9,32.0,APROVADO POR NOTA
478,138955,1217918,945368d8c8df1119af662bfd1a848b52,3.0,6.5,f,6.9,32.0,APROVADO POR NOTA
479,138956,1217918,8e0fe67e7758328f385c2a251f5b3c34,1.0,8.4,f,8.3,30.0,APROVADO
480,138957,1217918,8e0fe67e7758328f385c2a251f5b3c34,2.0,9.4,f,8.3,30.0,APROVADO
481,138958,1217918,8e0fe67e7758328f385c2a251f5b3c34,3.0,7.0,f,8.3,30.0,APROVADO
482,138959,1217918,a02054a40cd0a158427d19da36fb4c42,1.0,3.9,f,5.2,48.0,APROVADO POR NOTA
483,138960,1217918,a02054a40cd0a158427d19da36fb4c42,2.0,6.8,f,5.2,48.0,APROVADO POR NOTA
484,138961,1217918,a02054a40cd0a158427d19da36fb4c42,3.0,5.0,f,5.2,48.0,APROVADO POR NOTA
488,138965,1217918,23098723b9dcb1e7ec6616f6b25a4da7,1.0,5.4,f,6.2,44.0,APROVADO POR NOTA
489,138966,1217918,23098723b9dcb1e7ec6616f6b25a4da7,2.0,8.1,f,6.2,44.0,APROVADO POR NOTA
490,138967,1217918,23098723b9dcb1e7ec6616f6b25a4da7,3.0,5.2,f,6.2,44.0,APROVADO POR NOTA
491,138968,1217918,f250d74dc7561f1f4f5e39242df98be1,1.0,3.0,f,5.7,54.0,APROVADO POR NOTA
492,138969,1217918,f250d74dc7561f1f4f5e39242df98be1,2.0,7.5,f,5.7,54.0,APROVADO POR NOTA
493,138970,1217918,f250d74dc7561f1f4f5e39242df98be1,3.0,6.7,f,5.7,54.0,APROVADO POR NOTA
494,138971,1217918,5b3d2761e4cc4619686d665c914585fd,1.0,3.7,f,5.6,42.0,APROVADO POR NOTA
495,138972,1217918,5b3d2761e4cc4619686d665c914585fd,2.0,4.0,f,5.6,42.0,APROVADO POR NOTA
496,138973,1217918,5b3d2761e4cc4619686d665c914585fd,3.0,9.0,f,5.6,42.0,APROVADO POR NOTA
497,215520,1217918,ad1723416caab97b96c630e262481742,1.0,5.2,f,7.1,54.0,APROVADO
498,215521,1217918,ad1723416caab97b96c630e262481742,2.0,10.0,f,7.1,54.0,APROVADO
499,215522,1217918,ad1723416caab97b96c630e262481742,3.0,6.0,f,7.1,54.0,APROVADO
500,215523,1217918,2b19bf05f8ce4bc5814bd05d1b4cab36,2.0,10.0,f,8.7,36.0,APROVADO
501,215524,1217918,2b19bf05f8ce4bc5814bd05d1b4cab36,1.0,10.0,f,8.7,36.0,APROVADO
502,215525,1217918,2b19bf05f8ce4bc5814bd05d1b4cab36,3.0,6.0,f,8.7,36.0,APROVADO
503,215526,1217918,baf6c06a77f8436a2f1c068be8c7f854,1.0,8.0,f,6.8,54.0,APROVADO POR NOTA
504,215527,1217918,baf6c06a77f8436a2f1c068be8c7f854,2.0,8.0,f,6.8,54.0,APROVADO POR NOTA
505,215528,1217918,baf6c06a77f8436a2f1c068be8c7f854,3.0,4.5,f,6.8,54.0,APROVADO POR NOTA
515,215538,1217918,073dc96afed003942587f667a8dd97f2,3.0,0.0,f,0.0,184.0,REPROVADO POR MÉDIA E POR FALTAS
516,215539,1217918,073dc96afed003942587f667a8dd97f2,1.0,0.0,f,0.0,184.0,REPROVADO POR MÉDIA E POR FALTAS
517,215540,1217918,073dc96afed003942587f667a8dd97f2,2.0,0.0,f,0.0,184.0,REPROVADO POR MÉDIA E POR FALTAS
518,215541,1217918,0628ac15ccd4c18213597abf24f1dfb4,1.0,5.5,f,6.0,54.0,APROVADO POR NOTA
519,215542,1217918,0628ac15ccd4c18213597abf24f1dfb4,2.0,7.4,f,6.0,54.0,APROVADO POR NOTA
520,215543,1217918,0628ac15ccd4c18213597abf24f1dfb4,3.0,5.0,f,6.0,54.0,APROVADO POR NOTA
521,215544,1217918,bf797d2f088087988a830799e5e8d316,1.0,6.6,f,6.7,54.0,APROVADO POR NOTA
522,215545,1217918,bf797d2f088087988a830799e5e8d316,2.0,10.0,f,6.7,54.0,APROVADO POR NOTA
523,215546,1217918,bf797d2f088087988a830799e5e8d316,3.0,3.4,f,6.7,54.0,APROVADO POR NOTA
528,215551,1217918,739c7ac76005b144cc9b72cbe44a0e32,1.0,3.0,f,2.0,88.0,REPROVADO POR MÉDIA E POR FALTAS
529,215552,1217918,739c7ac76005b144cc9b72cbe44a0e32,2.0,3.0,f,2.0,88.0,REPROVADO POR MÉDIA E POR FALTAS
530,215553,1217918,739c7ac76005b144cc9b72cbe44a0e32,3.0,0.0,f,2.0,88.0,REPROVADO POR MÉDIA E POR FALTAS
534,215557,1217918,59bb6b95ccae15e58d7e1f837d79b006,1.0,5.3,f,5.1,54.0,APROVADO POR NOTA
535,215558,1217918,59bb6b95ccae15e58d7e1f837d79b006,2.0,4.7,f,5.1,54.0,APROVADO POR NOTA
536,215559,1217918,59bb6b95ccae15e58d7e1f837d79b006,3.0,5.3,f,5.1,54.0,APROVADO POR NOTA
537,215560,1217918,8b9b8a3673f94cd54ae88918b936a557,3.0,4.5,f,5.2,49.0,APROVADO
538,215561,1217918,8b9b8a3673f94cd54ae88918b936a557,1.0,3.0,t,5.2,49.0,APROVADO
539,215562,1217918,8b9b8a3673f94cd54ae88918b936a557,2.0,7.0,f,5.2,49.0,APROVADO
540,215563,1217918,5572490df99a9f324a937a350818c526,1.0,0.4,f,3.8,54.0,REPROVADO
541,215564,1217918,5572490df99a9f324a937a350818c526,2.0,6.0,f,3.8,54.0,REPROVADO
542,215565,1217918,5572490df99a9f324a937a350818c526,3.0,5.0,f,3.8,54.0,REPROVADO
543,215566,1217918,f3fa8c8c4e04024c11e22b1b0ac58fb1,1.0,4.7,f,5.1,54.0,APROVADO POR NOTA
544,215567,1217918,f3fa8c8c4e04024c11e22b1b0ac58fb1,2.0,5.5,f,5.1,54.0,APROVADO POR NOTA
545,215568,1217918,f3fa8c8c4e04024c11e22b1b0ac58fb1,3.0,5.0,f,5.1,54.0,APROVADO POR NOTA
546,215569,1217918,996f540ddcc5d3d4247a0c8fa980316f,1.0,3.4,f,2.6,62.0,REPROVADO
547,215570,1217918,996f540ddcc5d3d4247a0c8fa980316f,2.0,4.5,f,2.6,62.0,REPROVADO
548,215571,1217918,996f540ddcc5d3d4247a0c8fa980316f,3.0,0.0,f,2.6,62.0,REPROVADO
549,215572,1217918,93f66b753448dac075f1842d66b1c5a9,1.0,1.1,f,1.2,138.0,REPROVADO POR MÉDIA E POR FALTAS
550,215573,1217918,93f66b753448dac075f1842d66b1c5a9,2.0,2.5,f,1.2,138.0,REPROVADO POR MÉDIA E POR FALTAS
551,215574,1217918,93f66b753448dac075f1842d66b1c5a9,3.0,0.0,f,1.2,138.0,REPROVADO POR MÉDIA E POR FALTAS
552,215575,1217918,5eb88ee80e43d756f1b6c46c3452de52,1.0,5.9,f,5.3,48.0,APROVADO POR NOTA
553,215576,1217918,5eb88ee80e43d756f1b6c46c3452de52,2.0,7.0,f,5.3,48.0,APROVADO POR NOTA
554,215577,1217918,5eb88ee80e43d756f1b6c46c3452de52,3.0,3.0,f,5.3,48.0,APROVADO POR NOTA
555,215578,1217918,945368d8c8df1119af662bfd1a848b52,1.0,7.0,f,6.9,32.0,APROVADO POR NOTA
556,215579,1217918,945368d8c8df1119af662bfd1a848b52,2.0,7.1,f,6.9,32.0,APROVADO POR NOTA
557,215580,1217918,945368d8c8df1119af662bfd1a848b52,3.0,6.5,f,6.9,32.0,APROVADO POR NOTA
558,215581,1217918,8e0fe67e7758328f385c2a251f5b3c34,1.0,8.4,f,8.3,30.0,APROVADO
559,215582,1217918,8e0fe67e7758328f385c2a251f5b3c34,2.0,9.4,f,8.3,30.0,APROVADO
560,215583,1217918,8e0fe67e7758328f385c2a251f5b3c34,3.0,7.0,f,8.3,30.0,APROVADO
561,215584,1217918,a02054a40cd0a158427d19da36fb4c42,1.0,3.9,f,5.2,48.0,APROVADO POR NOTA
562,215585,1217918,a02054a40cd0a158427d19da36fb4c42,2.0,6.8,f,5.2,48.0,APROVADO POR NOTA
563,215586,1217918,a02054a40cd0a158427d19da36fb4c42,3.0,5.0,f,5.2,48.0,APROVADO POR NOTA
567,215590,1217918,23098723b9dcb1e7ec6616f6b25a4da7,1.0,5.4,f,6.2,44.0,APROVADO POR NOTA
568,215591,1217918,23098723b9dcb1e7ec6616f6b25a4da7,2.0,8.1,f,6.2,44.0,APROVADO POR NOTA
569,215592,1217918,23098723b9dcb1e7ec6616f6b25a4da7,3.0,5.2,f,6.2,44.0,APROVADO POR NOTA
570,215593,1217918,f250d74dc7561f1f4f5e39242df98be1,1.0,3.0,f,5.7,54.0,APROVADO POR NOTA
571,215594,1217918,f250d74dc7561f1f4f5e39242df98be1,2.0,7.5,f,5.7,54.0,APROVADO POR NOTA
572,215595,1217918,f250d74dc7561f1f4f5e39242df98be1,3.0,6.7,f,5.7,54.0,APROVADO POR NOTA
573,215596,1217918,5b3d2761e4cc4619686d665c914585fd,1.0,3.7,f,5.6,42.0,APROVADO POR NOTA
574,215597,1217918,5b3d2761e4cc4619686d665c914585fd,2.0,4.0,f,5.6,42.0,APROVADO POR NOTA
575,215598,1217918,5b3d2761e4cc4619686d665c914585fd,3.0,9.0,f,5.6,42.0,APROVADO POR NOTA
576,489743,1217918,43698cea59f51d934a0f0e61b9d2112c,1.0,9.5,f,9.0,8.0,APROVADO
577,489744,1217918,43698cea59f51d934a0f0e61b9d2112c,2.0,8.2,f,9.0,8.0,APROVADO
578,489745,1217918,43698cea59f51d934a0f0e61b9d2112c,3.0,9.3,f,9.0,8.0,APROVADO
579,489746,1217918,16bcf9f32c941fa63a6b0ae2cb03fdcf,1.0,9.1,f,9.0,32.0,APROVADO
580,489747,1217918,16bcf9f32c941fa63a6b0ae2cb03fdcf,2.0,10.0,f,9.0,32.0,APROVADO
581,489748,1217918,16bcf9f32c941fa63a6b0ae2cb03fdcf,3.0,7.8,f,9.0,32.0,APROVADO
582,489749,1217918,665100eb5bacac5c89aff67cf93923b8,1.0,7.6,f,8.3,54.0,APROVADO
583,489750,1217918,665100eb5bacac5c89aff67cf93923b8,2.0,10.0,f,8.3,54.0,APROVADO
584,489751,1217918,665100eb5bacac5c89aff67cf93923b8,3.0,7.3,f,8.3,54.0,APROVADO
585,489752,1217918,b0d6eae7ca3a052474157988f5874bbc,1.0,6.7,f,6.5,40.0,APROVADO POR NOTA
586,489753,1217918,b0d6eae7ca3a052474157988f5874bbc,2.0,5.7,f,6.5,40.0,APROVADO POR NOTA
587,489754,1217918,b0d6eae7ca3a052474157988f5874bbc,3.0,7.0,f,6.5,40.0,APROVADO POR NOTA
588,489755,1217918,ec63873c3581433d75701a854ead2a46,1.0,6.8,f,7.8,20.0,APROVADO
589,489756,1217918,ec63873c3581433d75701a854ead2a46,2.0,9.4,f,7.8,20.0,APROVADO
590,489757,1217918,ec63873c3581433d75701a854ead2a46,3.0,7.2,f,7.8,20.0,APROVADO
591,489758,1217918,1b1bb78ab66b8a12f8e0f0b569669bb8,1.0,1.5,f,1.3,122.0,REPROVADO POR MÉDIA E POR FALTAS
592,489759,1217918,1b1bb78ab66b8a12f8e0f0b569669bb8,2.0,2.5,f,1.3,122.0,REPROVADO POR MÉDIA E POR FALTAS
593,489760,1217918,1b1bb78ab66b8a12f8e0f0b569669bb8,3.0,0.0,f,1.3,122.0,REPROVADO POR MÉDIA E POR FALTAS
594,489761,1217918,b1bba06612610bc63989a0a5ea14d3fc,1.0,5.4,f,5.5,30.0,APROVADO POR NOTA
595,489762,1217918,b1bba06612610bc63989a0a5ea14d3fc,2.0,5.7,f,5.5,30.0,APROVADO POR NOTA
596,489763,1217918,b1bba06612610bc63989a0a5ea14d3fc,3.0,5.5,f,5.5,30.0,APROVADO POR NOTA
597,489764,1217918,09c576ebed33d3a813eabe6d34f29efc,1.0,7.0,f,8.7,38.0,APROVADO
598,489765,1217918,09c576ebed33d3a813eabe6d34f29efc,2.0,10.0,f,8.7,38.0,APROVADO
599,489766,1217918,09c576ebed33d3a813eabe6d34f29efc,3.0,9.0,f,8.7,38.0,APROVADO
600,489767,1217918,52575c6e0954fa8ff0b0eccdd54e56fc,1.0,7.8,f,7.8,4.0,APROVADO
601,489768,1217918,52575c6e0954fa8ff0b0eccdd54e56fc,2.0,9.6,f,7.8,4.0,APROVADO
602,489769,1217918,52575c6e0954fa8ff0b0eccdd54e56fc,3.0,6.0,f,7.8,4.0,APROVADO
603,489770,1217918,e5f2810aa63e3d1d0472a76623334c72,1.0,8.3,f,7.4,38.0,APROVADO
604,489771,1217918,e5f2810aa63e3d1d0472a76623334c72,2.0,8.0,f,7.4,38.0,APROVADO
605,489772,1217918,e5f2810aa63e3d1d0472a76623334c72,3.0,5.8,f,7.4,38.0,APROVADO
609,489776,1217918,225d40f46989efa470d44f0d85794488,3.0,0.0,f,2.2,120.0,REPROVADO POR MÉDIA E POR FALTAS
610,489777,1217918,225d40f46989efa470d44f0d85794488,1.0,1.0,f,2.2,120.0,REPROVADO POR MÉDIA E POR FALTAS
611,489778,1217918,225d40f46989efa470d44f0d85794488,2.0,5.5,f,2.2,120.0,REPROVADO POR MÉDIA E POR FALTAS
613,489780,1217918,b2d0c2a079613476a3dd7dc848fd78c2,1.0,1.2,f,0.4,168.0,REPROVADO POR MÉDIA E POR FALTAS
614,489781,1217918,b2d0c2a079613476a3dd7dc848fd78c2,2.0,0.0,f,0.4,168.0,REPROVADO POR MÉDIA E POR FALTAS
615,489782,1217918,b2d0c2a079613476a3dd7dc848fd78c2,3.0,0.0,f,0.4,168.0,REPROVADO POR MÉDIA E POR FALTAS
616,489783,1217918,6c83122aa660478ba9d5f911f4499c29,1.0,0.0,f,0.0,180.0,REPROVADO POR MÉDIA E POR FALTAS
617,489784,1217918,6c83122aa660478ba9d5f911f4499c29,2.0,0.0,f,0.0,180.0,REPROVADO POR MÉDIA E POR FALTAS
618,489785,1217918,6c83122aa660478ba9d5f911f4499c29,3.0,0.0,f,0.0,180.0,REPROVADO POR MÉDIA E POR FALTAS
620,489787,1217918,67a2305ac18535bd05e6070ae5befc1c,2.0,4.5,f,5.4,50.0,APROVADO POR NOTA
621,489788,1217918,67a2305ac18535bd05e6070ae5befc1c,3.0,5.2,f,5.4,50.0,APROVADO POR NOTA
622,489789,1217918,67a2305ac18535bd05e6070ae5befc1c,1.0,6.6,f,5.4,50.0,APROVADO POR NOTA
623,489790,1217918,f21bc6c64425074e1bacea1eea1f5721,1.0,1.3,t,5.8,54.0,APROVADO
624,489791,1217918,f21bc6c64425074e1bacea1eea1f5721,2.0,6.3,f,5.8,54.0,APROVADO
625,489792,1217918,f21bc6c64425074e1bacea1eea1f5721,3.0,5.0,f,5.8,54.0,APROVADO
626,489793,1217918,ad5131af1ce9f4f9b019b81117bb843c,3.0,6.5,f,7.1,40.0,APROVADO
627,489794,1217918,ad5131af1ce9f4f9b019b81117bb843c,1.0,4.8,f,7.1,40.0,APROVADO
628,489795,1217918,ad5131af1ce9f4f9b019b81117bb843c,2.0,10.0,f,7.1,40.0,APROVADO
629,489796,1217918,64b696da3707557afa8dfcef34977c6f,1.0,3.0,f,1.8,88.0,REPROVADO POR MÉDIA E POR FALTAS
630,489797,1217918,64b696da3707557afa8dfcef34977c6f,2.0,2.4,f,1.8,88.0,REPROVADO POR MÉDIA E POR FALTAS
631,489798,1217918,64b696da3707557afa8dfcef34977c6f,3.0,0.0,f,1.8,88.0,REPROVADO POR MÉDIA E POR FALTAS
633,489800,1217918,f67675afa37d595664374bc2b7dee83a,1.0,4.6,f,5.7,54.0,APROVADO
634,489801,1217918,f67675afa37d595664374bc2b7dee83a,2.0,5.5,f,5.7,54.0,APROVADO
635,489802,1217918,f67675afa37d595664374bc2b7dee83a,3.0,2.5,t,5.7,54.0,APROVADO
638,489805,1217918,68cae41f119be7a8b55b7d167e077cb7,3.0,8.0,f,6.2,54.0,APROVADO
639,489806,1217918,68cae41f119be7a8b55b7d167e077cb7,2.0,6.2,f,6.2,54.0,APROVADO
640,489807,1217918,68cae41f119be7a8b55b7d167e077cb7,1.0,1.8,t,6.2,54.0,APROVADO
641,489808,1217918,7d7818081df3453ff670193d07c96732,3.0,7.0,f,7.8,34.0,APROVADO
642,489809,1217918,7d7818081df3453ff670193d07c96732,1.0,6.3,f,7.8,34.0,APROVADO
643,489810,1217918,7d7818081df3453ff670193d07c96732,2.0,10.0,f,7.8,34.0,APROVADO
644,489811,1217918,36f8f6988f921634a13209075f21857a,1.0,3.0,f,5.0,54.0,APROVADO POR NOTA
645,489812,1217918,36f8f6988f921634a13209075f21857a,2.0,5.5,f,5.0,54.0,APROVADO POR NOTA
646,489813,1217918,36f8f6988f921634a13209075f21857a,3.0,6.5,f,5.0,54.0,APROVADO POR NOTA
647,489814,1217918,ca2899f162df2806e8f05a50fe4ec9a0,1.0,1.9,t,8.5,46.0,APROVADO
648,489815,1217918,ca2899f162df2806e8f05a50fe4ec9a0,2.0,10.0,f,8.5,46.0,APROVADO
649,489816,1217918,ca2899f162df2806e8f05a50fe4ec9a0,3.0,8.5,f,8.5,46.0,APROVADO
650,489817,1217918,b52d5dd99b5a63f58448a14aa4634d5c,1.0,7.0,f,6.8,12.0,APROVADO POR NOTA
651,489818,1217918,b52d5dd99b5a63f58448a14aa4634d5c,2.0,7.0,f,6.8,12.0,APROVADO POR NOTA
652,489819,1217918,b52d5dd99b5a63f58448a14aa4634d5c,3.0,6.5,f,6.8,12.0,APROVADO POR NOTA
653,489820,1217918,353ca8f7aad1ab2408ea4575d8a4245c,1.0,5.9,f,5.7,54.0,APROVADO POR NOTA
654,489821,1217918,353ca8f7aad1ab2408ea4575d8a4245c,2.0,6.3,f,5.7,54.0,APROVADO POR NOTA
655,489822,1217918,353ca8f7aad1ab2408ea4575d8a4245c,3.0,5.0,f,5.7,54.0,APROVADO POR NOTA
656,489823,1217918,dc71ff037f1e98823ef208155af16c47,1.0,7.3,f,7.3,28.0,APROVADO
657,489824,1217918,dc71ff037f1e98823ef208155af16c47,2.0,8.7,f,7.3,28.0,APROVADO
658,489825,1217918,dc71ff037f1e98823ef208155af16c47,3.0,6.0,f,7.3,28.0,APROVADO
659,489826,1217918,26f01fd04f5b620248135bd79c00ab4d,1.0,2.3,f,0.8,116.0,REPROVADO POR MÉDIA E POR FALTAS
660,489827,1217918,26f01fd04f5b620248135bd79c00ab4d,2.0,0.0,f,0.8,116.0,REPROVADO POR MÉDIA E POR FALTAS
661,489828,1217918,26f01fd04f5b620248135bd79c00ab4d,3.0,0.0,f,0.8,116.0,REPROVADO POR MÉDIA E POR FALTAS
662,489829,1217918,4b11fb51905da447d0cefc76ce4f5f94,1.0,9.5,f,9.3,54.0,APROVADO
663,489830,1217918,4b11fb51905da447d0cefc76ce4f5f94,2.0,10.0,f,9.3,54.0,APROVADO
664,489831,1217918,4b11fb51905da447d0cefc76ce4f5f94,3.0,8.5,f,9.3,54.0,APROVADO
665,489832,1217918,46fcfa469134e1d7294e54ec241ce9b2,1.0,4.5,f,5.8,54.0,APROVADO POR NOTA
666,489833,1217918,46fcfa469134e1d7294e54ec241ce9b2,2.0,7.0,f,5.8,54.0,APROVADO POR NOTA
667,489834,1217918,46fcfa469134e1d7294e54ec241ce9b2,3.0,6.0,f,5.8,54.0,APROVADO POR NOTA
668,489835,1217918,738ebc6d7bd6c58acd2364c0c262e500,3.0,7.5,f,7.5,54.0,APROVADO
669,489836,1217918,738ebc6d7bd6c58acd2364c0c262e500,1.0,5.9,f,7.5,54.0,APROVADO
670,489837,1217918,738ebc6d7bd6c58acd2364c0c262e500,2.0,9.2,f,7.5,54.0,APROVADO
671,489838,1217918,c56988f88fee67b606647c582492ba07,1.0,3.3,f,5.1,52.0,APROVADO POR NOTA
672,489839,1217918,c56988f88fee67b606647c582492ba07,2.0,5.9,f,5.1,52.0,APROVADO POR NOTA
673,489840,1217918,c56988f88fee67b606647c582492ba07,3.0,6.0,f,5.1,52.0,APROVADO POR NOTA
674,563765,1217918,43698cea59f51d934a0f0e61b9d2112c,1.0,9.5,f,9.0,8.0,APROVADO
675,563766,1217918,43698cea59f51d934a0f0e61b9d2112c,2.0,8.2,f,9.0,8.0,APROVADO
676,563767,1217918,43698cea59f51d934a0f0e61b9d2112c,3.0,9.3,f,9.0,8.0,APROVADO
677,563768,1217918,16bcf9f32c941fa63a6b0ae2cb03fdcf,1.0,9.1,f,9.0,32.0,APROVADO
678,563769,1217918,16bcf9f32c941fa63a6b0ae2cb03fdcf,2.0,10.0,f,9.0,32.0,APROVADO
679,563770,1217918,16bcf9f32c941fa63a6b0ae2cb03fdcf,3.0,7.8,f,9.0,32.0,APROVADO
680,563771,1217918,665100eb5bacac5c89aff67cf93923b8,1.0,7.6,f,8.3,54.0,APROVADO
681,563772,1217918,665100eb5bacac5c89aff67cf93923b8,2.0,10.0,f,8.3,54.0,APROVADO
682,563773,1217918,665100eb5bacac5c89aff67cf93923b8,3.0,7.3,f,8.3,54.0,APROVADO
683,563774,1217918,b0d6eae7ca3a052474157988f5874bbc,1.0,6.7,f,6.5,40.0,APROVADO POR NOTA
684,563775,1217918,b0d6eae7ca3a052474157988f5874bbc,2.0,5.7,f,6.5,40.0,APROVADO POR NOTA
685,563776,1217918,b0d6eae7ca3a052474157988f5874bbc,3.0,7.0,f,6.5,40.0,APROVADO POR NOTA
686,563777,1217918,ec63873c3581433d75701a854ead2a46,1.0,6.8,f,7.8,20.0,APROVADO
687,563778,1217918,ec63873c3581433d75701a854ead2a46,2.0,9.4,f,7.8,20.0,APROVADO
688,563779,1217918,ec63873c3581433d75701a854ead2a46,3.0,7.2,f,7.8,20.0,APROVADO
689,563780,1217918,1b1bb78ab66b8a12f8e0f0b569669bb8,1.0,1.5,f,1.3,122.0,REPROVADO POR MÉDIA E POR FALTAS
690,563781,1217918,1b1bb78ab66b8a12f8e0f0b569669bb8,2.0,2.5,f,1.3,122.0,REPROVADO POR MÉDIA E POR FALTAS
691,563782,1217918,1b1bb78ab66b8a12f8e0f0b569669bb8,3.0,0.0,f,1.3,122.0,REPROVADO POR MÉDIA E POR FALTAS
692,563783,1217918,b1bba06612610bc63989a0a5ea14d3fc,1.0,5.4,f,5.5,30.0,APROVADO POR NOTA
693,563784,1217918,b1bba06612610bc63989a0a5ea14d3fc,2.0,5.7,f,5.5,30.0,APROVADO POR NOTA
694,563785,1217918,b1bba06612610bc63989a0a5ea14d3fc,3.0,5.5,f,5.5,30.0,APROVADO POR NOTA
695,563786,1217918,09c576ebed33d3a813eabe6d34f29efc,1.0,7.0,f,8.7,38.0,APROVADO
696,563787,1217918,09c576ebed33d3a813eabe6d34f29efc,2.0,10.0,f,8.7,38.0,APROVADO
697,563788,1217918,09c576ebed33d3a813eabe6d34f29efc,3.0,9.0,f,8.7,38.0,APROVADO
698,563789,1217918,52575c6e0954fa8ff0b0eccdd54e56fc,1.0,7.8,f,7.8,4.0,APROVADO
699,563790,1217918,52575c6e0954fa8ff0b0eccdd54e56fc,2.0,9.6,f,7.8,4.0,APROVADO
700,563791,1217918,52575c6e0954fa8ff0b0eccdd54e56fc,3.0,6.0,f,7.8,4.0,APROVADO
701,563792,1217918,e5f2810aa63e3d1d0472a76623334c72,1.0,8.3,f,7.4,38.0,APROVADO
702,563793,1217918,e5f2810aa63e3d1d0472a76623334c72,2.0,8.0,f,7.4,38.0,APROVADO
703,563794,1217918,e5f2810aa63e3d1d0472a76623334c72,3.0,5.8,f,7.4,38.0,APROVADO
707,563798,1217918,225d40f46989efa470d44f0d85794488,3.0,0.0,f,2.2,120.0,REPROVADO POR MÉDIA E POR FALTAS
708,563799,1217918,225d40f46989efa470d44f0d85794488,1.0,1.0,f,2.2,120.0,REPROVADO POR MÉDIA E POR FALTAS
709,563800,1217918,225d40f46989efa470d44f0d85794488,2.0,5.5,f,2.2,120.0,REPROVADO POR MÉDIA E POR FALTAS
711,563802,1217918,b2d0c2a079613476a3dd7dc848fd78c2,1.0,1.2,f,0.4,168.0,REPROVADO POR MÉDIA E POR FALTAS
712,563803,1217918,b2d0c2a079613476a3dd7dc848fd78c2,2.0,0.0,f,0.4,168.0,REPROVADO POR MÉDIA E POR FALTAS
713,563804,1217918,b2d0c2a079613476a3dd7dc848fd78c2,3.0,0.0,f,0.4,168.0,REPROVADO POR MÉDIA E POR FALTAS
714,563805,1217918,6c83122aa660478ba9d5f911f4499c29,1.0,0.0,f,0.0,180.0,REPROVADO POR MÉDIA E POR FALTAS
715,563806,1217918,6c83122aa660478ba9d5f911f4499c29,2.0,0.0,f,0.0,180.0,REPROVADO POR MÉDIA E POR FALTAS
716,563807,1217918,6c83122aa660478ba9d5f911f4499c29,3.0,0.0,f,0.0,180.0,REPROVADO POR MÉDIA E POR FALTAS
718,563809,1217918,67a2305ac18535bd05e6070ae5befc1c,2.0,4.5,f,5.4,50.0,APROVADO POR NOTA
719,563810,1217918,67a2305ac18535bd05e6070ae5befc1c,3.0,5.2,f,5.4,50.0,APROVADO POR NOTA
720,563811,1217918,67a2305ac18535bd05e6070ae5befc1c,1.0,6.6,f,5.4,50.0,APROVADO POR NOTA
721,563812,1217918,f21bc6c64425074e1bacea1eea1f5721,1.0,1.3,t,5.8,54.0,APROVADO
722,563813,1217918,f21bc6c64425074e1bacea1eea1f5721,2.0,6.3,f,5.8,54.0,APROVADO
